Release,Calendar Gross,Max Theaters,Total Gross,Release Date,Distributor,URL,Budget,Genres,MPAA,IMDB_ID,Rating,Votes
Inside Deep Throat,"$691,880",27,"$691,880",Feb 11,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3596322305/,2000000,Biography Documentary History,NC-17,tt0068468,5.1,6308
"The Prize Winner of Defiance, Ohio","$627,844",41,"$627,844",Sep 30,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl3446375937/,12000000,Biography Drama,PG-13,tt0406158,7.3,7003
The Passion of the ChristRecut Release,"$508,326",957,"$508,326",Mar 11,"Newmarket Films

",https://www.boxofficemojo.com/release/rl3630794241/,30000000,Drama,R,tt0335345,7.2,212809
Steamboy,"$468,867",46,"$468,867",Mar 18,"Triumph Releasing Corporation

",https://www.boxofficemojo.com/release/rl4252206593/,22000000,Action Adventure Animation Fantasy Sci-Fi Thriller,PG-13,tt0348121,6.9,16531
Match Point,"$448,925",512,"$23,151,529",Dec 28,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl2170783233/,15000000,Drama Romance Thriller,R,tt0416320,7.6,203519
Bridget Jones: The Edge of Reason,"$447,630","2,473","$40,226,215",Nov 12,"Universal Pictures

",https://www.boxofficemojo.com/release/rl357139969/,40000000,Comedy Drama Romance,R,tt0317198,6.0,103724
The Game of Their Lives,"$375,750",64,"$375,750",Apr 22,"IFC Films

",https://www.boxofficemojo.com/release/rl1213564417/,20000000,Drama History Sport,PG,tt0354595,6.1,3081
Alexander,"$333,586","2,445","$34,297,191",Nov 24,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3812656641/,155000000,Action Biography Drama History War,R,tt0346491,5.6,160697
Birth,"$331,838",550,"$5,095,038",Oct 29,"New Line Cinema

",https://www.boxofficemojo.com/release/rl1095206401/,20000000,Drama Fantasy Mystery Thriller,R,tt0337876,6.1,34343
Shark Tale,"$330,039","4,070","$160,861,908",Oct 1,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl3933111809/,75000000,Adventure Animation Comedy Family Fantasy,PG,tt0307453,6.0,164479
Taxi2004 Re-release,"$299,489","3,001","$36,611,066",Oct 6,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2423621121/,25000000,Action Comedy Crime Thriller,PG-13,tt0316732,4.5,39666
Christmas in the Clouds,"$271,841",27,"$279,225",Nov 4,"Slowhand Cinema Releasing

",https://www.boxofficemojo.com/release/rl2739635713/,3000000,Comedy Family Romance,PG,tt0221074,6.4,697
After the Sunset,"$265,112","2,819","$28,331,233",Nov 12,"New Line Cinema

",https://www.boxofficemojo.com/release/rl2822800897/,60000000,Action Comedy Crime Drama,PG-13,tt0367479,6.3,44204
Duma,"$252,657",42,"$870,067",Apr 22,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3981346305/,12000000,Adventure Drama Family,PG,tt0361715,7.2,7704
I Heart Huckabees,"$209,306",901,"$12,785,432",Oct 1,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl375096833/,20000000,Comedy,R,tt0356721,6.6,61790
States of Grace,"$203,144",35,"$203,144",Nov 4,-,https://www.boxofficemojo.com/release/rl1112835585/,800000,Drama,PG-13,tt0395561,6.9,478
November,"$192,186",27,"$192,186",Jul 22,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl3831989761/,1500000,Drama Mystery Thriller,R,tt0368089,5.5,2986
My Date with Drew,"$181,041",58,"$181,041",Aug 5,"Slowhand Cinema Releasing

",https://www.boxofficemojo.com/release/rl23365121/,1100,Documentary,PG,tt0378407,6.4,4524
Saints and Soldiers,"$169,976",37,"$1,310,470",Aug 6,"Excel Entertainment

",https://www.boxofficemojo.com/release/rl1768916481/,780000,Action Drama War,PG-13,tt0373283,6.7,19806
Napoleon Dynamite,"$166,330","1,027","$44,540,956",Jun 11,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl2556724737/,400000,Comedy,PG,tt0374900,6.9,195496
The New World2005 Re-release,"$124,476",811,"$12,712,093",Dec 25,"New Line Cinema

",https://www.boxofficemojo.com/release/rl3345253889/,30000000,Biography Drama History Romance,PG-13,tt0402399,6.7,81951
It's All Gone Pete Tong,"$120,620",24,"$120,620",Apr 15,"Matson Films

",https://www.boxofficemojo.com/release/rl2707064321/,2000000,Biography Comedy Drama Music,R,tt0388139,7.3,19145
Tarnation,"$119,645",22,"$592,014",Oct 6,"Wellspring Media

",https://www.boxofficemojo.com/release/rl2725611009/,220,Biography Documentary,,tt0390538,7.1,6314
First Morning,"$87,264",2,"$87,264",Jul 15,"Illuminare Entertainment

",https://www.boxofficemojo.com/release/rl4283663873/,300000,Drama,PG-13,tt0422249,6.7,102
Without a Paddle,"$84,235","2,756","$58,169,327",Aug 20,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3984295425/,19000000,Adventure Comedy Mystery,PG-13,tt0364751,5.9,43865
Forty Shades of Blue,"$75,828",7,"$75,828",Sep 30,"Vitagraph Films

",https://www.boxofficemojo.com/release/rl2269218305/,1500000,Drama Music Romance,R,tt0395543,6.2,1411
Veer-Zaara,"$75,506",88,"$2,938,532",Nov 11,"Yash Raj Films

",https://www.boxofficemojo.com/release/rl2121893377/,7000000,Drama Family Musical Romance,,tt0420332,7.8,48054
Come Away Home,"$73,119",16,"$72,810",May 6,"Innovation Film Group (IFG)

",https://www.boxofficemojo.com/release/rl2890565121/,1200000,Drama Family,PG,tt0409838,6.7,383
Mrs. Palfrey at the Claremont,"$69,998",22,"$1,720,953",Nov 25,"Cineville

",https://www.boxofficemojo.com/release/rl4117071361/,750000,Comedy Drama,,tt0421229,7.6,3193
The Bridge of San Luis Rey,"$49,981",6,"$49,981",Jun 10,"Fine Line Features

",https://www.boxofficemojo.com/release/rl189367809/,24000000,Drama History Romance,PG,tt0356443,5.1,3331
Team America: World Police,"$49,526","2,620","$32,786,074",Oct 15,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2188740097/,32000000,Action Comedy,R,tt0372588,7.2,157923
Malevolence,"$46,037",10,"$127,287",Sep 10,-,https://www.boxofficemojo.com/release/rl3948971521/,200000,Crime Horror Mystery Thriller,R,tt0388230,5.1,3086
The Matador,"$39,676",905,"$12,594,698",Dec 30,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl2305000961/,12500000,Comedy Crime Thriller,R,tt0365485,6.7,43564
Garden State,"$36,456",813,"$26,782,316",Jul 28,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl3008726529/,2500000,Comedy Drama Romance,R,tt0333766,7.4,205529
Keane,"$33,256",5,"$33,256",Sep 9,"Magnolia Pictures

",https://www.boxofficemojo.com/release/rl3328017921/,850000,Drama Mystery Thriller,R,tt0420291,6.9,5280
Three Burials,"$31,644",356,"$5,027,684",Dec 14,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl2789312001/,15000000,Adventure Crime Drama Mystery Western,R,tt0419294,7.4,38442
Cape of Good Hope,"$26,904",6,"$26,904",Nov 11,"Artistic License

",https://www.boxofficemojo.com/release/rl2068350465/,3000000,Comedy Drama Romance,PG-13,tt0398830,6.8,264
Bigger Than the Sky,"$21,398",9,"$21,398",Feb 18,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl155682305/,750000,Comedy Drama Romance,PG-13,tt0363504,5.9,1420
The Reception,"$18,389",1,"$18,389",Jul 15,"Strand Releasing

",https://www.boxofficemojo.com/release/rl57509377/,5000,Comedy Drama Romance,,tt0457452,5.8,183
Alfie,"$17,814","2,215","$13,399,812",Nov 5,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3678438913/,60000000,Comedy Drama Romance,R,tt0375173,6.2,50182
Fascination,"$16,670",10,"$16,670",Jan 28,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl978552321/,5000000,Drama Mystery Romance Thriller,R,tt0305632,3.7,1321
Fighting Tommy Riley,"$10,514",5,"$10,514",May 6,"Freestyle Releasing

",https://www.boxofficemojo.com/release/rl1079215617/,300000,Drama Mystery Romance Sport,R,tt0366444,6.5,772
Side Effects,"$2,216",1,"$2,216",Sep 9,"Hummingbird Pictures

",https://www.boxofficemojo.com/release/rl2003928577/,30000000,Comedy Drama Romance,R,tt0438427,4.9,1056
Pirates of the Caribbean: Dead Man's Chest,"$423,317,154","4,133","$423,315,812",Jul 7,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl4083713537/,225000000,Action Adventure Fantasy,PG-13,tt0383574,7.3,646088
Cars,"$244,082,982","3,988","$244,082,982",Jun 9,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1195935233/,120000000,Animation Comedy Family Sport,,tt0317219,7.1,359656
X-Men: The Last Stand,"$234,362,462","3,714","$234,362,462",May 26,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1484424705/,210000000,Action Adventure Sci-Fi,PG-13,tt0376994,6.7,476613
The Da Vinci Code,"$217,536,138","3,757","$217,536,138",May 19,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1632404993/,125000000,Mystery Thriller,PG-13,tt0382625,6.6,393881
Superman Returns,"$200,081,192","4,065","$200,081,192",Jun 28,"Warner Bros.

",https://www.boxofficemojo.com/release/rl4067591681/,270000000,Action Sci-Fi,PG-13,tt0348150,6.0,268692
Ice Age: The Meltdown,"$195,330,621","3,969","$195,330,621",Mar 31,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3294135809/,80000000,Adventure Animation Comedy Family Fantasy,PG,tt0438097,6.8,251951
Happy Feet,"$175,967,627","3,804","$198,000,317",Nov 17,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2069267969/,100000000,Adventure Animation Comedy Family Music Musical Romance,PG,tt0366548,6.4,167293
Casino Royale,"$153,531,944","3,443","$167,445,960",Nov 17,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3428484609/,150000000,Action Adventure Thriller,PG-13,tt0381061,8.0,572661
Talladega Nights: The Ballad of Ricky Bobby,"$148,213,377","3,807","$148,213,377",Aug 4,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2422507009/,72500000,Comedy Sport,PG-13,tt0415306,6.6,164928
Click,"$137,355,633","3,764","$137,355,633",Jun 23,"Revolution Studios

",https://www.boxofficemojo.com/release/rl541754881/,82500000,Comedy Drama Fantasy Romance,PG-13,tt0389860,6.4,301171
Mission: Impossible III,"$134,029,801","4,059","$134,029,801",May 5,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1348634113/,150000000,Action Adventure Thriller,PG-13,tt0317919,6.9,325349
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"$125,601,414","2,611","$128,505,958",Nov 3,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2990966273/,18000000,Comedy,R,tt0443453,7.3,349263
The Devil Wears Prada,"$124,740,460","2,882","$124,740,460",Jun 30,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1481606657/,35000000,Comedy Drama,PG-13,tt0458352,6.9,364024
The Departed,"$120,359,613","3,017","$132,384,315",Oct 6,"Warner Bros.

",https://www.boxofficemojo.com/release/rl508528129/,90000000,Crime Drama Thriller,R,tt0407887,8.5,1164798
The Break-Up,"$118,703,275","3,146","$118,703,275",Jun 2,"Universal Pictures

",https://www.boxofficemojo.com/release/rl894010881/,52000000,Comedy Drama Romance,PG-13,tt0452594,5.8,123712
The Pursuit of Happyness,"$98,411,670","3,169","$163,566,459",Dec 15,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1349158401/,55000000,Biography Drama,PG-13,tt0454921,8.0,439280
Scary Movie 4,"$90,710,620","3,674","$90,710,620",Apr 14,-,https://www.boxofficemojo.com/release/rl4084172289/,45000000,Comedy Horror,PG-13,tt0362120,5.1,112359
Failure to Launch,"$88,715,192","3,202","$88,715,192",Mar 10,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2421196289/,50000000,Comedy Romance,PG-13,tt0427229,5.6,73149
Inside Man,"$88,513,495","2,867","$88,513,495",Mar 24,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3394995713/,45000000,Crime Drama Mystery Thriller,R,tt0454848,7.6,332761
Open Season,"$84,303,558","3,833","$85,105,259",Sep 29,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3781592577/,85000000,Adventure Animation Comedy Family Fantasy,PG,tt0400717,6.1,84931
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$82,270,870","3,853","$291,710,957",Dec 9,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2623833601/,180000000,Adventure Family Fantasy,PG,tt0363771,6.9,360011
The Pink Panther,"$82,226,474","3,477","$82,226,474",Feb 10,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2355660289/,80000000,Adventure Comedy Crime Family Mystery,PG,tt0383216,5.7,80491
Eight Below,"$81,612,565","3,122","$81,612,565",Feb 17,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl205686273/,40000000,Adventure Drama Family,PG,tt0397313,7.3,60052
Saw III,"$80,238,724","3,167","$80,238,724",Oct 27,"Lionsgate

",https://www.boxofficemojo.com/release/rl2339341825/,10000000,Horror Mystery Thriller,R,tt0489270,6.2,175877
Nacho Libre,"$80,197,993","3,083","$80,197,993",Jun 16,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3093595649/,35000000,Comedy Family Sport,PG,tt0457510,5.8,80425
"You, Me and Dupree","$75,628,110","3,137","$75,628,110",Jul 14,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2323285505/,54000000,Comedy Romance,PG-13,tt0463034,5.6,77724
Monster House,"$73,661,010","3,553","$73,661,010",Jul 21,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2137359873/,75000000,Animation Comedy Family Fantasy Mystery,PG,tt0385880,6.6,98178
Jackass Number Two,"$72,778,712","3,063","$72,778,712",Sep 22,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2153416193/,11500000,Action Comedy Documentary,R,tt0493430,7.0,65826
Barnyard,"$72,637,803","3,311","$72,637,803",Aug 4,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl4131751425/,51000000,Adventure Animation Comedy Drama Family,PG,tt0414853,5.5,27233
RV,"$71,726,025","3,651","$71,726,025",Apr 28,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl510625281/,50000000,Adventure Comedy Family,PG,tt0449089,5.5,55726
Brokeback Mountain,"$70,612,954","2,089","$83,043,761",Dec 9,"Focus Features

",https://www.boxofficemojo.com/release/rl1833534977/,14000000,Drama Romance,R,tt0388795,7.7,318112
V for Vendetta,"$70,511,035","3,365","$70,511,035",Mar 17,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1601799681/,54000000,Action Drama Sci-Fi Thriller,R,tt0434409,8.2,1013607
World Trade Center,"$70,278,893","3,021","$70,278,893",Aug 9,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl125470209/,65000000,Drama History Thriller,PG-13,tt0469641,5.9,77020
Big Momma's House 2,"$70,165,972","3,261","$70,165,972",Jan 27,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl558335489/,40000000,Comedy Crime,PG-13,tt0421729,4.7,40073
Step Up,"$65,326,375","2,647","$65,328,121",Aug 11,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3631449601/,12000000,Crime Drama Music Romance,PG-13,tt0462590,6.5,109299
Miami Vice,"$63,450,470","3,026","$63,450,470",Jul 28,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1231193601/,135000000,Action Crime Thriller,R,tt0430357,6.0,108817
Madea's Family Reunion,"$63,257,940","2,194","$63,257,940",Feb 24,"Lionsgate

",https://www.boxofficemojo.com/release/rl1096844801/,6000000,Comedy Drama Romance,PG-13,tt0455612,5.2,10480
Flushed Away,"$61,733,119","3,707","$64,665,672",Nov 3,"DreamWorks

",https://www.boxofficemojo.com/release/rl458393089/,149000000,Adventure Animation Comedy Family Fantasy,PG,tt0424095,6.6,110936
Deja Vu,"$61,574,479","3,108","$64,038,616",Nov 22,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl844072449/,75000000,Action Crime Sci-Fi Thriller,PG-13,tt0453467,7.0,289494
Poseidon,"$60,674,817","3,555","$60,674,817",May 12,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1667991041/,160000000,Action Adventure Thriller,PG-13,tt0409182,5.7,97013
The Benchwarmers,"$59,843,754","3,282","$59,843,754",Apr 7,"Revolution Studios

",https://www.boxofficemojo.com/release/rl3041166849/,33000000,Comedy Sport,PG-13,tt0437863,5.5,47775
Little Miss Sunshine,"$59,489,083","1,602","$59,891,098",Jul 26,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl4150167041/,8000000,Comedy Drama,R,tt0449059,7.8,433356
King Kong,"$59,370,190","3,627","$218,080,025",Dec 14,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1331463681/,207000000,Action Adventure Drama Romance,PG-13,tt0360717,7.2,385361
Little Man,"$58,645,052","2,537","$58,645,052",Jul 14,"Revolution Studios

",https://www.boxofficemojo.com/release/rl4083058177/,64000000,Comedy Crime,PG-13,tt0430304,4.4,49701
Curious George,"$58,360,760","2,609","$58,360,760",Feb 10,"Universal Pictures

",https://www.boxofficemojo.com/release/rl4115498497/,50000000,Adventure Animation Comedy Family,,tt0381971,6.5,15282
Eragon,"$56,420,434","3,030","$75,030,163",Dec 15,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3545335297/,100000000,Action Adventure Family Fantasy,PG,tt0449010,5.1,120960
Fun with Dick and Jane,"$56,270,199","3,239","$110,332,737",Dec 21,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1985316353/,100000000,Comedy Crime,PG-13,tt0369441,6.2,132949
The Omen,"$54,607,383","2,723","$54,607,383",Jun 6,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1348896257/,25000000,Action Adventure Fantasy Horror Romance Thriller,R,tt0466909,5.5,55692
Final Destination 3,"$54,097,021","2,880","$54,098,051",Feb 10,"New Line Cinema

",https://www.boxofficemojo.com/release/rl2958263809/,25000000,Horror Thriller,R,tt0414982,5.8,128735
Charlotte's Web,"$52,532,601","3,745","$82,985,708",Dec 15,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl474711553/,85000000,Adventure Comedy Family Fantasy,G,tt0413895,6.3,36491
The Prestige,"$52,455,154","2,305","$53,089,891",Oct 20,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2573960705/,40000000,Drama Mystery Sci-Fi Thriller,PG-13,tt0482571,8.5,1162478
The Lake House,"$52,330,111","2,645","$52,330,111",Jun 16,"Warner Bros.

",https://www.boxofficemojo.com/release/rl157255169/,40000000,Drama Fantasy Romance,PG,tt0410297,6.8,138039
Hoodwinked!,"$51,386,611","3,020","$51,386,611",Dec 16,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl894993921/,30000000,Animation Comedy Crime Family Musical Mystery,PG,tt0443536,6.4,55604
The Holiday,"$50,029,085","2,698","$63,224,849",Dec 8,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl4200171009/,85000000,Comedy Romance,PG-13,tt0457939,6.9,238318
Date Movie,"$48,548,426","2,898","$48,548,426",Feb 17,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2339145217/,20000000,Comedy Romance,PG-13,tt0466342,2.8,56743
