Release,Calendar Gross,Max Theaters,Total Gross,Release Date,Distributor,URL,Budget,Genres,MPAA
City of Ember,"$23,791","2,023","$7,873,007",Oct 10,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3645605377/,55000000,Adventure Family Fantasy Sci-Fi,PG
WALL·E,"$10,750","3,992","$223,808,164",Jun 27,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3615065601/,180000000,Adventure Animation Family Sci-Fi,
The Janky Promoters,"$9,069",22,"$9,069",Oct 16,"Third Rail Releasing

",https://www.boxofficemojo.com/release/rl3847915009/,10000000,Comedy Crime Music,R
Avatar,"$466,141,929","3,461","$749,766,139",Dec 18,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl876971521/,237000000,Action Adventure Fantasy Sci-Fi,PG-13
Toy Story 3,"$415,004,880","4,028","$415,004,880",Jun 18,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1383564801/,200000000,Adventure Animation Comedy Family Fantasy,
Alice in Wonderland,"$334,191,110","3,739","$334,191,110",Mar 5,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3393226241/,200000000,Adventure Family Fantasy,PG
Iron Man 2,"$312,433,331","4,390","$312,433,331",May 7,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1515881985/,200000000,Action Adventure Sci-Fi,PG-13
The Twilight Saga: Eclipse,"$300,531,751","4,468","$300,531,751",Jun 30,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl659654145/,68000000,Adventure Drama Fantasy Romance,PG-13
Inception,"$292,558,188","3,792","$292,576,195",Jul 16,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2908456449/,160000000,Action Adventure Sci-Fi Thriller,PG-13
Despicable Me,"$251,083,040","3,602","$251,513,985",Jul 9,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2018477569/,69000000,Animation Comedy Family Fantasy,PG
Shrek Forever After,"$238,736,787","4,386","$238,736,787",May 21,"DreamWorks

",https://www.boxofficemojo.com/release/rl57771521/,165000000,Adventure Animation Comedy Family Fantasy Romance,PG
How to Train Your Dragon,"$217,581,231","4,060","$217,581,231",Mar 26,"DreamWorks

",https://www.boxofficemojo.com/release/rl2908259841/,165000000,Action Adventure Animation Family Fantasy,PG
The Karate Kid,"$176,591,618","3,740","$176,591,618",Jun 11,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3361572353/,40000000,Action Drama Family Sport,PG
Clash of the Titans,"$163,214,888","3,802","$163,214,888",Apr 2,"Warner Bros.

",https://www.boxofficemojo.com/release/rl961185281/,125000000,Action Adventure Fantasy,PG-13
Grown Ups,"$162,001,186","3,534","$162,001,186",Jun 25,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1466926593/,80000000,Comedy,PG-13
Tangled,"$161,284,390","3,603","$200,821,936",Nov 24,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl980256257/,260000000,Adventure Animation Comedy Family Fantasy Musical Romance,PG
Megamind,"$143,767,792","3,949","$148,415,853",Nov 5,"DreamWorks

",https://www.boxofficemojo.com/release/rl2455995905/,130000000,Action Animation Comedy Family Sci-Fi,PG
The Last Airbender,"$131,772,187","3,203","$131,772,187",Jul 1,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1516209665/,150000000,Action Adventure Family Fantasy,PG
Shutter Island,"$128,012,934","3,356","$128,012,934",Feb 19,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2020705793/,80000000,Mystery Thriller,R
The Other Guys,"$119,219,978","3,651","$119,219,978",Aug 6,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1783858689/,100000000,Action Comedy Crime,PG-13
Salt,"$118,311,368","3,612","$118,311,368",Jul 23,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1651475969/,110000000,Action Thriller,PG-13
TRON: Legacy,"$117,540,071","3,451","$172,062,763",Dec 17,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl4000810497/,170000000,Action Adventure Sci-Fi,PG
Jackass 3D,"$117,052,883","3,139","$117,229,692",Oct 15,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2170193409/,20000000,Action Comedy Documentary,R
Valentine's Day,"$110,485,654","3,665","$110,485,654",Feb 12,"Warner Bros.

",https://www.boxofficemojo.com/release/rl611943937/,52000000,Comedy Romance,PG-13
Sherlock Holmes,"$106,925,723","3,626","$209,028,679",Dec 25,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3597567489/,90000000,Action Adventure Mystery,PG-13
Robin Hood,"$105,269,730","3,505","$105,269,730",May 14,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3764880897/,200000000,Action Adventure Drama History,PG-13
The Expendables,"$103,068,524","3,398","$103,068,524",Aug 13,"Lionsgate

",https://www.boxofficemojo.com/release/rl1464894977/,80000000,Action Adventure Thriller,R
Due Date,"$98,935,039","3,365","$100,539,043",Nov 5,"Warner Bros.

",https://www.boxofficemojo.com/release/rl4098786817/,65000000,Comedy Drama,R
Alvin and the Chipmunks: The Squeakquel,"$98,887,330","3,747","$219,614,612",Dec 23,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1816364545/,75000000,Adventure Animation Comedy Family Fantasy Music,PG
Date Night,"$98,711,404","3,380","$98,711,404",Apr 9,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1984726529/,55000000,Comedy Crime Romance Thriller,PG-13
Sex and the City 2,"$95,347,692","3,445","$95,347,692",May 27,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3060696577/,100000000,Comedy Drama Romance,R
The Book of Eli,"$94,835,059","3,111","$94,835,059",Jan 15,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3091629569/,80000000,Action Adventure Drama Thriller,R
The Social Network,"$92,876,282","2,921","$96,962,694",Oct 1,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1802536449/,40000000,Biography Drama,PG-13
The Town,"$92,155,037","2,935","$92,186,262",Sep 17,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1685554689/,37000000,Crime Drama Thriller,R
Prince of Persia: The Sands of Time,"$90,759,676","3,646","$90,759,676",May 28,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3765143041/,200000000,Action Adventure Fantasy,PG-13
RED,"$89,296,297","3,349","$90,380,162",Oct 15,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl2104329729/,58000000,Action Comedy Crime Thriller,PG-13
Percy Jackson & the Olympians: The Lightning Thief,"$88,768,303","3,396","$88,768,303",Feb 12,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl191399425/,95000000,Adventure Family Fantasy,PG
Paranormal Activity 2,"$84,612,342","3,239","$84,752,907",Oct 22,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2607384065/,3000000,Horror Mystery,R
Little Fockers,"$84,557,425","3,675","$148,438,600",Dec 22,"Universal Pictures

",https://www.boxofficemojo.com/release/rl929203713/,100000000,Comedy Romance,PG-13
Eat Pray Love,"$80,574,010","3,108","$80,574,010",Aug 13,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl777094657/,60000000,Biography Drama Romance,PG-13
The Chronicles of Narnia: The Voyage of the Dawn Treader,"$80,066,097","3,555","$104,386,950",Dec 10,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2657388033/,155000000,Adventure Family Fantasy,PG
Dear John,"$80,014,842","3,062","$80,014,842",Feb 5,"Screen Gems

",https://www.boxofficemojo.com/release/rl2404156929/,25000000,Drama Romance War,PG-13
Unstoppable,"$79,104,757","3,261","$81,562,942",Nov 12,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3581314561/,100000000,Action Thriller,PG-13
The A-Team,"$77,222,099","3,544","$77,222,099",Jun 11,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3829564929/,110000000,Action Adventure Thriller,PG-13
Knight and Day2010 Re-release,"$76,423,035","3,104","$76,423,035",Jun 23,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2639103489/,117000000,Action Adventure Comedy,PG-13
Dinner for Schmucks,"$73,026,337","3,046","$73,026,337",Jul 30,"DreamWorks

",https://www.boxofficemojo.com/release/rl2588902913/,69000000,Comedy,PG-13
It's Complicated,"$72,359,500","2,955","$112,735,375",Dec 25,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2942600705/,85000000,Comedy Drama Romance,R
True Grit,"$70,420,123","3,464","$171,243,005",Dec 22,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3564602881/,38000000,Drama Western,PG-13
The Bounty Hunter,"$67,061,228","3,118","$67,061,228",Mar 19,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2454095361/,40000000,Action Comedy Romance,PG-13
Diary of a Wimpy Kid,"$64,003,625","3,083","$64,003,625",Mar 19,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1162839553/,15000000,Comedy Drama Family,PG
The Sorcerer's Apprentice,"$63,150,991","3,504","$63,150,991",Jul 14,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2540733953/,150000000,Action Adventure Family Fantasy,PG
A Nightmare on Elm Street,"$63,075,011","3,332","$63,075,011",Apr 30,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2020050433/,35000000,Crime Drama Horror Mystery,R
The Last Song,"$62,950,384","2,794","$62,950,384",Mar 31,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2472510977/,20000000,Drama Music Romance,PG
The Wolfman,"$61,979,680","3,223","$61,979,680",Feb 12,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3413870081/,150000000,Drama Fantasy Horror Thriller,R
Get Him to the Greek,"$60,974,475","2,702","$60,974,475",Jun 4,"Universal Pictures

",https://www.boxofficemojo.com/release/rl4032136705/,40000000,Comedy Music,R
Resident Evil: Afterlife,"$60,128,566","3,209","$60,128,566",Sep 10,"Screen Gems

",https://www.boxofficemojo.com/release/rl2154661377/,60000000,Action Adventure Horror Sci-Fi Thriller,R
Why Did I Get Married Too?,"$60,095,852","2,155","$60,095,852",Apr 2,"Lionsgate

",https://www.boxofficemojo.com/release/rl1618707969/,20000000,Comedy Drama Romance,PG-13
Tooth Fairy,"$60,022,256","3,345","$60,022,256",Jan 22,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl628590081/,48000000,Comedy Family Fantasy Sport,PG
The Blind Side,"$59,396,157","3,407","$255,959,475",Nov 20,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3796338177/,29000000,Biography Drama Sport,PG-13
Secretariat,"$58,876,848","3,108","$59,713,955",Oct 8,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl628000257/,35000000,Biography Drama Family History Sport,PG
Easy A,"$58,401,464","2,974","$58,401,464",Sep 17,"Screen Gems

",https://www.boxofficemojo.com/release/rl877757953/,8000000,Comedy Drama Romance,PG-13
Takers,"$57,744,720","2,206","$57,744,720",Aug 27,"Screen Gems

",https://www.boxofficemojo.com/release/rl1397130753/,32000000,Action Crime Thriller,PG-13
Yogi Bear,"$57,418,550","3,515","$100,246,011",Dec 17,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2793047553/,80000000,Adventure Animation Comedy Family,PG
Legend of the Guardians: The Owls of Ga'Hoole,"$55,486,413","3,575","$55,675,313",Sep 24,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2539095553/,80000000,Action Adventure Animation Family Fantasy Mystery Thriller War,PG
Letters to Juliet,"$53,032,453","2,975","$53,032,453",May 14,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl1415480833/,30000000,Adventure Comedy Drama Romance,PG
Life as We Know It,"$52,727,343","3,150","$53,374,681",Oct 8,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3076425217/,38000000,Comedy Drama Romance,PG-13
Wall Street: Money Never Sleeps,"$52,474,616","3,597","$52,474,616",Sep 24,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3363407361/,70000000,Drama,PG-13
Predators,"$52,000,688","2,669","$52,000,688",Jul 9,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2926282241/,40000000,Action Adventure Sci-Fi Thriller,R
Hot Tub Time Machine,"$50,287,556","2,771","$50,287,556",Mar 26,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl2136507905/,36000000,Comedy Sci-Fi,R
Up in the Air,"$50,168,168","2,218","$83,823,381",Dec 4,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3346433537/,25000000,Comedy Drama Romance,R
The Tourist,"$49,966,965","2,756","$67,631,157",Dec 10,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1819772417/,100000000,Action Crime Romance Thriller,PG-13
Kick-Ass,"$48,071,303","3,065","$48,071,303",Apr 16,"Lionsgate

",https://www.boxofficemojo.com/release/rl291276289/,30000000,Action Comedy Crime,R
Killers,"$47,059,963","2,859","$47,059,963",Jun 4,"Lionsgate

",https://www.boxofficemojo.com/release/rl3294004737/,75000000,Action Comedy Romance Thriller,PG-13
Saw: The Final Chapter,"$45,710,178","2,808","$45,710,178",Oct 29,"Lionsgate

",https://www.boxofficemojo.com/release/rl2406450689/,20000000,Horror Mystery,R
Cop Out,"$44,875,481","3,150","$44,875,481",Feb 26,"Warner Bros.

",https://www.boxofficemojo.com/release/rl206407169/,30000000,Action Comedy Crime Thriller,R
The Lovely Bones,"$43,795,809","2,638","$44,114,232",Dec 11,"DreamWorks

",https://www.boxofficemojo.com/release/rl3328280065/,65000000,Drama Fantasy Thriller,PG-13
Cats & Dogs: The Revenge of Kitty Galore,"$43,585,753","3,705","$43,585,753",Jul 30,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2387117569/,85000000,Action Comedy Family Fantasy,PG
Edge of Darkness,"$43,313,890","3,066","$43,313,890",Jan 29,"Warner Bros.

",https://www.boxofficemojo.com/release/rl173114881/,80000000,Action Crime Drama Mystery Thriller,R
Death at a Funeral,"$42,739,347","2,459","$42,739,347",Apr 16,"Screen Gems

",https://www.boxofficemojo.com/release/rl4165764609/,21000000,Comedy,R
Step Up 3D,"$42,400,223","2,439","$42,400,223",Aug 6,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3665004033/,30000000,Drama Music Romance,PG-13
The Last Exorcism,"$41,034,350","2,874","$41,034,350",Aug 27,"Lionsgate

",https://www.boxofficemojo.com/release/rl1180665345/,1800000,Horror Mystery Thriller,PG-13
Black Swan,"$40,866,343","2,407","$106,954,678",Dec 3,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl2286388737/,13000000,Drama Thriller,R
Legion,"$40,168,080","2,476","$40,168,080",Jan 22,"Screen Gems

",https://www.boxofficemojo.com/release/rl559842817/,26000000,Action Fantasy Horror,R
The Crazies,"$39,123,589","2,479","$39,123,589",Feb 26,"Overture Films

",https://www.boxofficemojo.com/release/rl1833797121/,20000000,Horror Thriller,R
The Fighter,"$39,041,794","2,534","$93,617,009",Dec 10,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1213433345/,25000000,Biography Drama Sport,R
Crazy Heart,"$38,983,106","1,361","$39,464,306",Dec 16,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl1699579393/,7000000,Drama Music Romance,R
For Colored Girls,"$37,669,584","2,127","$37,729,698",Nov 5,"Lionsgate

",https://www.boxofficemojo.com/release/rl1481803265/,21000000,Drama,R
The Back-up Plan,"$37,490,007","3,280","$37,490,007",Apr 23,"CBS Films

",https://www.boxofficemojo.com/release/rl1833272833/,35000000,Comedy Romance,PG-13
Burlesque,"$37,403,047","3,037","$39,440,655",Nov 24,"Screen Gems

",https://www.boxofficemojo.com/release/rl4266231297/,55000000,Drama Music Musical Romance,PG-13
Vampires Suck,"$36,661,504","3,233","$36,661,504",Aug 18,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl343508481/,20000000,Comedy Horror,PG-13
The American,"$35,606,376","2,833","$35,606,376",Sep 1,"Focus Features

",https://www.boxofficemojo.com/release/rl2873329153/,20000000,Crime Drama Thriller,R
Green Zone,"$35,053,660","3,004","$35,053,660",Mar 12,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1129809409/,100000000,Action Drama Thriller War,R
Marmaduke,"$33,644,788","3,213","$33,644,788",Jun 4,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1214481921/,50000000,Comedy Family,PG
Hereafter,"$32,684,455","2,424","$32,746,941",Oct 15,"Warner Bros.

",https://www.boxofficemojo.com/release/rl5867009/,50000000,Drama Fantasy Romance,PG-13
She's Out of My League,"$32,010,860","2,958","$32,010,860",Mar 12,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1867941377/,20000000,Comedy Romance,R
Scott Pilgrim vs. the World,"$31,524,275","2,820","$31,524,275",Aug 13,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2674427393/,60000000,Action Comedy Fantasy Romance,PG-13
Charlie St. Cloud,"$31,162,545","2,725","$31,162,545",Jul 30,"Universal Pictures

",https://www.boxofficemojo.com/release/rl424379905/,44000000,Drama Fantasy Romance,PG-13
Love & Other Drugs,"$31,099,481","2,458","$32,367,005",Nov 24,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl878740993/,30000000,Comedy Drama Romance,R
Morning Glory,"$30,727,814","2,544","$31,011,732",Nov 10,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1449494017/,40000000,Comedy Drama Romance,PG-13
Daybreakers,"$30,101,577","2,523","$30,101,577",Jan 8,"Lionsgate

",https://www.boxofficemojo.com/release/rl1481410049/,20000000,Action Adventure Fantasy Horror Sci-Fi Thriller,R
Nanny McPhee Returns,"$29,011,215","2,798","$29,011,215",Aug 20,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3563292161/,35000000,Comedy Family Fantasy,PG
The Princess and the Frog,"$28,365,871","3,475","$104,400,899",Nov 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3916137985/,105000000,Adventure Animation Comedy Family Fantasy Musical Romance,
